Log file open, 06/11/23 14:12:38
[2023.06.11-09.58.20:800][878]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.22:821][964]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.24:842][ 50]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.26:866][135]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.28:888][224]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.30:908][307]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.32:926][391]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.34:948][476]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.36:967][562]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.38:988][648]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.41:007][734]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.43:026][820]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.45:045][907]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.47:065][996]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.49:086][ 85]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.51:106][175]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.51:112][176]LogHttp: Warning: 00000BD80BF35500: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-09.58.51:112][176]LogHttp: Warning: 00000BD80BF35500: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-09.58.51:112][176]LogHttp: Warning: 00000BD80BF35500: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-09.58.51:112][176]LogHttp: Warning: 00000BD80BF35500: libcurl info message cache 1 (Closing connection 75)
[2023.06.11-09.58.51:112][176]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
[2023.06.11-09.58.53:126][260]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.55:148][346]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.57:167][431]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.58.59:186][519]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.01:206][605]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.03:232][692]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.05:252][778]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.07:275][865]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.09:293][955]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.11:316][ 47]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.13:338][133]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.15:356][218]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.17:378][304]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.19:495][391]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.21:417][473]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.23:535][561]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.25:555][644]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.27:573][728]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.29:593][813]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.31:613][899]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.33:633][984]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.35:652][ 70]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.37:672][158]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.39:691][244]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.41:713][332]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.43:735][420]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.45:756][503]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.47:675][586]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.49:695][676]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.50:958][733]LogHttp: Warning: 00000BD80BF3F500: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-09.59.50:958][733]LogHttp: Warning: 00000BD80BF3F500: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-09.59.50:958][733]LogHttp: Warning: 00000BD80BF3F500: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-09.59.50:958][733]LogHttp: Warning: 00000BD80BF3F500: libcurl info message cache 1 (Closing connection 76)
[2023.06.11-09.59.50:958][733]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
[2023.06.11-09.59.51:718][765]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.53:736][856]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.55:760][948]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.57:781][ 31]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-09.59.59:803][115]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.01:825][201]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.03:845][287]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.05:868][375]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.07:890][463]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.09:911][552]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.12:033][640]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.13:953][723]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.15:975][815]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.17:998][897]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.20:019][980]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.22:038][ 66]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.24:061][150]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.26:080][237]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.28:100][323]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.30:121][410]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.32:140][498]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.34:163][587]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.36:181][677]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.38:203][759]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.40:222][843]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.42:243][928]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.44:261][ 13]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.46:281][ 99]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.48:301][184]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.50:321][271]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.06.11-10.00.50:953][296]LogHttp: Warning: 00000BD80BF3B400: invalid HTTP response code received. URL: https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream, HTTP code: 0, content length: 0, actual payload size: 0
[2023.06.11-10.00.50:953][296]LogHttp: Warning: 00000BD80BF3B400: request failed, libcurl error: 6 (Couldn't resolve host name)
[2023.06.11-10.00.50:953][296]LogHttp: Warning: 00000BD80BF3B400: libcurl info message cache 0 (Could not resolve host: datarouter.ol.epicgames.com)
[2023.06.11-10.00.50:953][296]LogHttp: Warning: 00000BD80BF3B400: libcurl info message cache 1 (Closing connection 77)
[2023.06.11-10.00.50:953][296]LogHttp: Warning: Retry exhausted on https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B7E9691C3-4704-187B-E789-25B053FEB702%7D&AppID=UEEditor.Rocket.Release&AppVersion=5.1.0-23058290%2B%2B%2BUE5%2BRelease-5.1&UserID=4d5931bf49e84b1f87d026b4117a60f8%7C934462099b4e4c90bb7e28e846bf64d2%7C0daf9d66-e89d-4250-b36c-6184d1bd9026&AppEnvironment=datacollector-binary&UploadType=eteventstream
